Auction,Age,Make,Color,WheelType,Odo,Size,MMRAauction,MMRAretail,BadBuy
MANHEIM,3,MITSUBISHI,BLUE,NULL,66320,MEDIUMSUV,8772,9974,0
MANHEIM,7,DODGE,SILVER,Covers,64934,VAN,2622,3332,0
MANHEIM,5,FORD,GREY,Alloy,72369,SPORTS,8528,9710,1
OTHER,4,CHEVROLET,GOLD,Covers,62630,VAN,4800,9480,0
MANHEIM,4,CHEVROLET,SILVER,Alloy,93710,MEDIUMSUV,7875,9005,0
MANHEIM,4,JEEP,BLACK,Special,69862,SMALLSUV,8535,11542,0
ADESA,2,CHRYSLER,SILVER,NULL,60153,MEDIUM,7136,8207,1
MANHEIM,4,CHEVROLET,RED,Alloy,64949,SMALLTRUCK,7872,9002,0
ADESA,4,NISSAN,GOLD,Alloy,68711,LARGE,9237,10476,1
OTHER,1,TOYOTA,BLUE,Covers,43930,MEDIUM,10092,13409,1
ADESA,5,SATURN,BLACK,Alloy,77018,MEDIUM,5293,6216,0
MANHEIM,3,INFINITI,GREY,Alloy,61001,SPECIALTY,23031,27295,1
OTHER,7,FORD,SILVER,Alloy,91971,COMPACT,1805,2449,0
MANHEIM,3,CHEVROLET,WHITE,Covers,72130,MEDIUM,6699,9748,0
OTHER,9,SATURN,WHITE,NULL,83276,MEDIUM,1978,4597,1
MANHEIM,5,CHRYSLER,BLUE,Covers,78864,VAN,5385,8939,0
OTHER,2,CHEVROLET,NOTAVAIL,NULL,49831,MEDIUM,6961,11049,1
ADESA,3,DODGE,BLUE,NULL,71774,MEDIUM,4540,5403,1
ADESA,8,SATURN,SILVER,NULL,86608,MEDIUM,2874,3604,1
OTHER,4,CHEVROLET,RED,Alloy,84982,LARGETRUCK,7477,8575,0
ADESA,5,GMC,BLUE,Alloy,94410,LARGESUV,9717,10994,1
OTHER,1,KIA,RED,Alloy,50549,CROSSOVER,8516,9697,0
ADESA,6,CHEVROLET,SILVER,Alloy,86584,COMPACT,3483,6246,1
MANHEIM,8,FORD,BLUE,Alloy,81780,VAN,2226,2904,1
MANHEIM,3,DODGE,WHITE,Covers,87588,VAN,4748,9906,1
MANHEIM,7,FORD,GREEN,Alloy,76406,MEDIUMSUV,4552,7916,0
MANHEIM,7,SUBARU,SILVER,Alloy,58602,MEDIUM,5163,8688,1
MANHEIM,7,DODGE,RED,Alloy,82176,LARGETRUCK,3878,4688,0
OTHER,5,FORD,GOLD,Alloy,84621,MEDIUM,3188,3943,1
MANHEIM,9,NISSAN,SILVER,Alloy,93253,MEDIUMSUV,4577,8037,1
OTHER,2,JEEP,GREY,NULL,60658,SMALLSUV,9945,15458,1
MANHEIM,4,CHRYSLER,SILVER,Covers,72467,CROSSOVER,0,0,1
MANHEIM,4,PONTIAC,PURPLE,Alloy,76130,MEDIUMSUV,8807,12646,0
MANHEIM,4,PONTIAC,WHITE,Covers,65177,MEDIUM,5820,9205,1
MANHEIM,4,DODGE,BLUE,Alloy,50079,MEDIUMSUV,8028,12559,0
ADESA,4,SATURN,BLACK,Covers,90250,MEDIUM,5038,8159,0
OTHER,4,NISSAN,GOLD,Covers,87892,MEDIUM,6579,7605,0
OTHER,5,FORD,GOLD,NULL,69762,VAN,4458,8484,1
MANHEIM,4,BUICK,WHITE,Covers,80618,LARGE,7478,11218,0
OTHER,2,DODGE,RED,Covers,50337,MEDIUM,8050,11740,0
MANHEIM,6,MERCURY,GOLD,Alloy,71053,MEDIUM,4442,8208,0
OTHER,4,DODGE,WHITE,Alloy,87043,MEDIUM,4139,7064,0
ADESA,4,SUZUKI,BLACK,Alloy,72311,MEDIUMSUV,4622,5492,1
ADESA,6,DODGE,BLUE,Alloy,52774,LARGETRUCK,6451,10954,0
OTHER,4,CHEVROLET,SILVER,Alloy,97664,COMPACT,5689,9226,1
MANHEIM,3,CHRYSLER,GREY,Covers,54419,MEDIUM,5559,6504,0
ADESA,4,DODGE,WHITE,Covers,53209,COMPACT,3123,6546,0
ADESA,2,DODGE,BLUE,NULL,52669,SPECIALTY,9208,10445,1
MANHEIM,3,CHEVROLET,WHITE,Covers,66949,MEDIUM,6311,7316,0
ADESA,7,FORD,GREY,Alloy,86499,MEDIUM,2127,2797,0
MANHEIM,6,ACURA,BLACK,Alloy,80285,SPECIALTY,10302,11626,0
MANHEIM,5,CHRYSLER,SILVER,Covers,49885,MEDIUM,3487,4266,0
OTHER,9,NISSAN,BEIGE,NULL,74680,LARGE,3443,6503,1
OTHER,5,CHEVROLET,BLUE,Alloy,67363,MEDIUM,5063,8231,0
OTHER,1,CHRYSLER,SILVER,Covers,40934,MEDIUM,8808,12500,0
OTHER,5,PONTIAC,BLUE,Alloy,83176,LARGE,6748,10283,1
MANHEIM,3,CHRYSLER,BLUE,Covers,87582,VAN,7183,11064,1
OTHER,5,CHEVROLET,MAROON,NULL,55497,LARGE,5412,9274,1
OTHER,7,FORD,SILVER,NULL,83916,COMPACT,3078,6203,1
MANHEIM,6,FORD,GREEN,Alloy,89362,MEDIUM,2652,3364,0
MANHEIM,2,DODGE,BLACK,Covers,79821,MEDIUM,7953,11495,0
MANHEIM,2,CHEVROLET,RED,Covers,76319,LARGE,7870,11868,0
OTHER,7,CHEVROLET,BEIGE,Covers,80754,COMPACT,2006,4651,0
MANHEIM,8,CHRYSLER,BLACK,Alloy,92562,MEDIUM,3045,6031,1
OTHER,4,CHEVROLET,RED,Alloy,84386,LARGE,6660,10153,0
MANHEIM,6,FORD,BLACK,Alloy,75821,MEDIUMSUV,6089,9133,1
OTHER,3,CHRYSLER,BEIGE,Covers,44028,MEDIUM,5427,6361,0
ADESA,5,FORD,BLACK,Alloy,69655,MEDIUMSUV,7844,12003,1
MANHEIM,5,DODGE,BLUE,Covers,77396,MEDIUM,5819,9023,1
MANHEIM,5,SUZUKI,BLACK,Covers,66467,MEDIUM,3628,6771,1
OTHER,5,HYUNDAI,WHITE,Covers,47263,MEDIUM,3087,3834,0
OTHER,4,BUICK,GOLD,Covers,71662,MEDIUM,4953,5849,1
OTHER,8,FORD,BLACK,Alloy,93559,MEDIUM,1956,2612,0
OTHER,3,DODGE,BLUE,Covers,51848,VAN,6362,7371,0
MANHEIM,4,DODGE,SILVER,Alloy,89854,MEDIUMSUV,7211,11095,0
OTHER,5,CHEVROLET,SILVER,Covers,71767,VAN,5436,8886,0
ADESA,5,CHEVROLET,BLUE,Alloy,69807,MEDIUM,4386,5237,0
MANHEIM,4,SATURN,GREY,Covers,56571,MEDIUM,4855,8121,0
ADESA,7,FORD,GREEN,NULL,89476,VAN,3115,3864,1
OTHER,2,DODGE,GOLD,Alloy,77166,VAN,10879,15032,0
MANHEIM,8,SATURN,SILVER,Covers,84410,COMPACT,2422,4678,1
MANHEIM,8,NISSAN,GOLD,Alloy,86811,LARGE,3329,4095,1
MANHEIM,3,NISSAN,BLACK,Covers,70408,MEDIUM,10765,14130,1
MANHEIM,5,GMC,SILVER,Alloy,78139,MEDIUMSUV,7159,8232,0
MANHEIM,4,MAZDA,SILVER,Alloy,72998,MEDIUM,8069,11569,1
MANHEIM,3,CHEVROLET,SILVER,Covers,40103,COMPACT,4004,4824,1
MANHEIM,7,FORD,GOLD,Alloy,71187,MEDIUMSUV,5004,8143,1
MANHEIM,5,DODGE,SILVER,Covers,84614,MEDIUM,3545,4329,0
MANHEIM,2,CHEVROLET,SILVER,Covers,85597,COMPACT,8169,11496,1
ADESA,3,HONDA,BLUE,Alloy,68812,MEDIUM,11533,15498,0
ADESA,4,KIA,WHITE,NULL,65037,MEDIUM,4396,7671,1
OTHER,5,CHEVROLET,BEIGE,Alloy,76996,MEDIUMSUV,6893,10513,1
MANHEIM,5,NISSAN,BLUE,Covers,86465,MEDIUM,7020,10446,1
MANHEIM,3,PONTIAC,RED,Alloy,67280,MEDIUM,9044,12732,0
OTHER,2,KIA,BLACK,Alloy,51113,CROSSOVER,7382,8473,0
MANHEIM,4,DODGE,WHITE,Alloy,67327,MEDIUMSUV,7689,8804,0
MANHEIM,6,CHEVROLET,WHITE,Alloy,83528,LARGESUV,7868,8997,1
MANHEIM,4,FORD,SILVER,Alloy,87428,LARGETRUCK,11305,12709,0
MANHEIM,5,CHEVROLET,MAROON,Alloy,86275,MEDIUMSUV,8038,12543,1
ADESA,3,MAZDA,BLUE,Covers,59168,MEDIUM,10399,13727,0
MANHEIM,6,CHEVROLET,SILVER,Alloy,77263,VAN,2898,3630,1
ADESA,5,PONTIAC,GREY,NULL,83570,LARGE,4624,5494,1
ADESA,4,SUZUKI,BLUE,Covers,54290,MEDIUM,3569,4355,1
MANHEIM,6,DODGE,WHITE,Covers,57205,MEDIUM,2536,5797,0
MANHEIM,3,CHRYSLER,GREEN,Alloy,73414,MEDIUM,4669,5543,0
MANHEIM,5,FORD,RED,Covers,93380,VAN,4088,7660,1
ADESA,4,DODGE,BLACK,Covers,58938,MEDIUM,4040,7319,1
OTHER,4,SUZUKI,SILVER,Covers,78406,MEDIUM,3567,6767,0
ADESA,5,HYUNDAI,WHITE,Covers,32930,MEDIUM,3445,6527,0
MANHEIM,5,FORD,WHITE,Covers,105289,VAN,3275,6584,1
MANHEIM,5,BUICK,GOLD,Covers,76517,LARGE,6885,10593,0
MANHEIM,4,DODGE,SILVER,Alloy,90391,MEDIUM,5278,8488,0
OTHER,2,JEEP,SILVER,Alloy,63969,SMALLSUV,7909,11993,1
OTHER,2,MITSUBISHI,GOLD,NULL,48161,MEDIUM,8597,11572,1
ADESA,4,CHEVROLET,PURPLE,Covers,56030,LARGE,4437,5292,0
OTHER,6,FORD,WHITE,Covers,79644,LARGE,3407,4180,1
ADESA,6,DODGE,SILVER,Alloy,85747,MEDIUMSUV,7226,11154,0
ADESA,5,MINI,YELLOW,Alloy,70876,COMPACT,7889,11643,0
MANHEIM,2,DODGE,WHITE,Covers,80858,MEDIUM,8268,9429,0
OTHER,2,CHEVROLET,GREY,Covers,80468,COMPACT,7094,10014,0
OTHER,3,CHRYSLER,YELLOW,NULL,79743,MEDIUM,5684,9285,1
MANHEIM,3,FORD,GREEN,Alloy,84774,MEDIUM,5818,9334,1
OTHER,7,OLDSMOBILE,WHITE,Covers,70443,MEDIUM,2110,2779,1
MANHEIM,3,DODGE,GREY,Alloy,40991,MEDIUMSUV,8061,9206,0
OTHER,3,CHEVROLET,GREY,Covers,84731,LARGE,6858,7907,0
MANHEIM,4,FORD,RED,Covers,86232,COMPACT,3824,7370,0
MANHEIM,4,CHRYSLER,WHITE,Covers,54109,VAN,5050,5954,0
MANHEIM,4,FORD,WHITE,Covers,76830,LARGETRUCK,9831,15368,0
ADESA,4,DODGE,SILVER,Alloy,72032,MEDIUM,3709,7123,0
OTHER,5,SATURN,BLACK,Covers,87551,MEDIUM,3316,4081,0
OTHER,5,MITSUBISHI,RED,Covers,72071,MEDIUM,6367,9836,0
OTHER,5,MAZDA,GOLD,Alloy,71794,MEDIUM,6002,10115,1
ADESA,2,CHEVROLET,BROWN,Covers,89467,LARGE,7886,11704,0
MANHEIM,7,SATURN,GREY,Alloy,90428,MEDIUM,3606,6351,1
MANHEIM,2,DODGE,BLACK,Covers,64950,SPECIALTY,9873,11163,0
MANHEIM,4,CHEVROLET,WHITE,Alloy,98903,MEDIUM,5174,6088,0
MANHEIM,2,KIA,SILVER,Covers,38737,COMPACT,7459,10686,0
MANHEIM,7,DODGE,SILVER,Covers,58137,VAN,4752,11758,0
ADESA,6,JEEP,BEIGE,Alloy,95539,SMALLSUV,6156,9532,0
MANHEIM,2,CHEVROLET,BROWN,Alloy,78699,LARGE,8932,13112,0
ADESA,3,KIA,GOLD,Covers,67299,MEDIUM,4029,4851,0
MANHEIM,5,FORD,GREY,Alloy,100914,COMPACT,3136,6228,1
MANHEIM,4,CHRYSLER,BLUE,Alloy,74169,MEDIUM,5361,8626,0
MANHEIM,6,HYUNDAI,BLUE,Alloy,56795,SPORTS,4725,7938,0
MANHEIM,8,FORD,WHITE,Alloy,84882,SMALLSUV,3209,3966,0
MANHEIM,4,HYUNDAI,SILVER,Alloy,72126,MEDIUM,6445,10693,0
MANHEIM,4,FORD,SILVER,Covers,77948,MEDIUM,3648,4440,0
MANHEIM,3,SUZUKI,SILVER,Special,60018,MEDIUM,5305,8825,0
ADESA,8,JEEP,BLUE,NULL,78879,MEDIUMSUV,3284,4047,1
OTHER,4,CHEVROLET,PURPLE,Alloy,63492,MEDIUM,5456,9488,0
OTHER,5,SATURN,GREY,NULL,54343,MEDIUM,4369,5219,0
ADESA,7,FORD,GREY,Alloy,93492,COMPACT,2146,2818,1
MANHEIM,8,TOYOTA,GREEN,Alloy,80253,MEDIUM,3426,4200,0
ADESA,4,MITSUBISHI,SILVER,NULL,57185,COMPACT,4634,8257,1
MANHEIM,6,HONDA,BLACK,Covers,90687,MEDIUM,6334,7341,1
ADESA,6,MERCURY,GOLD,Alloy,97294,MEDIUM,2631,3341,1
MANHEIM,5,CHRYSLER,BLUE,Covers,63169,MEDIUM,3809,7354,1
OTHER,5,FORD,SILVER,Covers,93537,VAN,4041,4864,1
MANHEIM,3,CHRYSLER,SILVER,Alloy,52761,MEDIUM,5427,6361,1
MANHEIM,5,JEEP,GREY,Alloy,76399,MEDIUMSUV,6677,7711,0
MANHEIM,3,CHRYSLER,RED,Covers,73700,MEDIUM,5395,8776,0
OTHER,7,DODGE,WHITE,Alloy,63695,SMALLTRUCK,3223,6875,1
OTHER,4,NISSAN,WHITE,Covers,83462,MEDIUM,7287,11243,0
MANHEIM,3,CHEVROLET,BLUE,Covers,53292,COMPACT,5517,9346,0
MANHEIM,3,CHEVROLET,GOLD,Covers,82565,MEDIUM,7508,10693,0
ADESA,7,FORD,BLUE,Alloy,98144,MEDIUM,2422,3116,0
ADESA,2,DODGE,BLUE,Covers,52566,MEDIUM,7680,8794,0
OTHER,4,PONTIAC,BLUE,Alloy,74431,LARGE,6932,10224,0
MANHEIM,5,CHEVROLET,WHITE,Alloy,81222,LARGE,3904,6641,0
ADESA,3,KIA,WHITE,NULL,79461,MEDIUM,4813,5698,1
MANHEIM,3,CHEVROLET,GREY,Covers,68504,COMPACT,4004,4824,1
ADESA,2,SUZUKI,GOLD,Alloy,56655,MEDIUM,5543,6486,0
ADESA,7,DODGE,BLACK,Alloy,85009,MEDIUMSUV,4811,8375,0
MANHEIM,3,CHEVROLET,GREY,Covers,73806,MEDIUM,7252,10298,1
MANHEIM,4,FORD,GREY,Alloy,78147,LARGETRUCK,7028,8090,1
MANHEIM,7,HYUNDAI,WHITE,Covers,66435,COMPACT,1205,1801,0
MANHEIM,4,DODGE,BLUE,Covers,46192,VAN,4489,5348,0
MANHEIM,3,CHEVROLET,RED,Covers,60870,LARGE,7079,8145,0
MANHEIM,5,NISSAN,SILVER,Alloy,83042,LARGE,9349,13337,1
MANHEIM,5,GMC,RED,Alloy,75231,LARGETRUCK,0,0,1
MANHEIM,5,FORD,GREY,Covers,96490,VAN,3249,6417,0
ADESA,4,FORD,BLUE,Alloy,63232,MEDIUMSUV,6333,7340,0
MANHEIM,7,FORD,BLACK,Alloy,91769,LARGESUV,8446,11361,1
OTHER,3,DODGE,BLUE,Covers,47704,MEDIUM,5480,6418,0
OTHER,5,CHEVROLET,BLACK,NULL,75642,MEDIUM,4404,5256,1
ADESA,6,DODGE,RED,Alloy,86424,MEDIUMSUV,5511,6452,1
MANHEIM,6,DODGE,SILVER,Special,79354,MEDIUMSUV,3706,4502,0
ADESA,5,FORD,GREEN,Alloy,76867,CROSSOVER,7597,10772,0
MANHEIM,4,FORD,YELLOW,Alloy,76889,SPORTS,9002,10222,1
MANHEIM,5,CHRYSLER,SILVER,Covers,76250,MEDIUM,2669,3383,0
MANHEIM,4,KIA,WHITE,Covers,72624,MEDIUM,5224,8815,1
OTHER,7,CHEVROLET,BROWN,NULL,64770,MEDIUM,2058,2723,1
OTHER,4,DODGE,BLUE,Covers,72143,MEDIUM,6233,9421,0
MANHEIM,4,CHRYSLER,BLUE,Covers,42217,MEDIUM,4338,5185,0
OTHER,9,CHRYSLER,PURPLE,NULL,51209,MEDIUM,2375,4709,1
MANHEIM,9,MAZDA,RED,Alloy,73314,SMALLTRUCK,2617,5582,1
MANHEIM,7,CHEVROLET,BROWN,Alloy,80647,MEDIUMSUV,4702,5578,1
OTHER,4,DODGE,GREEN,Alloy,70501,MEDIUM,4990,8178,1
MANHEIM,7,MITSUBISHI,GOLD,Alloy,50076,MEDIUMSUV,3976,4794,1
MANHEIM,4,GMC,BLUE,Alloy,60469,SMALLTRUCK,7957,12655,1
ADESA,7,CHEVROLET,WHITE,NULL,65484,MEDIUM,2707,3424,1
MANHEIM,4,CHRYSLER,GREEN,NULL,78185,MEDIUM,4756,5636,1
OTHER,1,KIA,SILVER,Covers,38221,COMPACT,6928,9692,0
MANHEIM,6,FORD,GREY,Alloy,81759,MEDIUM,2326,3012,1
ADESA,2,MITSUBISHI,RED,NULL,72398,MEDIUM,8031,9173,0
MANHEIM,7,DODGE,BLUE,Covers,78123,VAN,3542,4325,0
OTHER,3,DODGE,BLUE,Covers,48040,MEDIUM,5480,6418,1
ADESA,7,NISSAN,GREY,Alloy,95294,LARGE,5006,8436,0
MANHEIM,5,CHEVROLET,BLACK,Alloy,80390,MEDIUM,4710,8310,1
MANHEIM,5,CHEVROLET,SILVER,Alloy,86409,MEDIUM,4607,5476,0
ADESA,8,DODGE,GREY,NULL,84579,MEDIUM,1831,4362,1
MANHEIM,7,FORD,WHITE,Alloy,88603,LARGESUV,7384,10909,1
ADESA,7,DODGE,BLUE,NULL,58350,LARGETRUCK,5617,6566,1
MANHEIM,5,JEEP,GREEN,Covers,60068,SMALLSUV,5726,6684,1
MANHEIM,4,DODGE,RED,Covers,65500,VAN,4959,8857,0
MANHEIM,5,FORD,BLUE,Alloy,79185,LARGETRUCK,8706,13318,1
ADESA,3,CHEVROLET,GREY,Special,74824,LARGETRUCK,0,0,0
MANHEIM,3,FORD,GREY,Covers,60297,MEDIUM,4485,5344,1
OTHER,4,DODGE,MAROON,Alloy,71011,MEDIUMSUV,8592,9779,0
MANHEIM,3,CHRYSLER,WHITE,Alloy,81881,CROSSOVER,11582,15569,1
ADESA,5,DODGE,BLUE,Covers,68190,VAN,3662,4455,1
OTHER,1,CHEVROLET,WHITE,Alloy,41784,COMPACT,6852,10675,0
OTHER,3,NISSAN,GOLD,Covers,85496,MEDIUM,10978,14416,1
MANHEIM,3,DODGE,GREY,Covers,61396,SPECIALTY,9804,11088,0
MANHEIM,4,NISSAN,GOLD,Covers,80626,MEDIUM,7507,11509,0
MANHEIM,4,CHEVROLET,GREY,Alloy,82690,MEDIUM,5899,9551,0
MANHEIM,4,DODGE,BLUE,Covers,50475,LARGETRUCK,5355,6283,0
ADESA,1,FORD,RED,Alloy,75055,SMALLSUV,11836,13283,0
MANHEIM,3,DODGE,OTHER,Covers,93936,SPECIALTY,9474,13360,0
MANHEIM,3,CHRYSLER,BLACK,Covers,51136,MEDIUM,5879,9110,1
OTHER,5,FORD,GREY,Alloy,79066,VAN,4518,8604,1
OTHER,4,CHRYSLER,GREEN,Covers,72012,CROSSOVER,6811,10338,1
OTHER,3,TOYOTA,RED,Covers,51588,COMPACT,6191,8764,0
OTHER,1,DODGE,BLACK,Alloy,48888,MEDIUM,8215,9372,0
MANHEIM,4,DODGE,GREEN,Covers,48613,MEDIUM,5488,6427,1
OTHER,4,CHEVROLET,SILVER,Alloy,97419,COMPACT,3172,3926,0
MANHEIM,5,DODGE,GOLD,Covers,79464,LARGETRUCK,5484,8995,1
MANHEIM,6,CHEVROLET,SILVER,Alloy,81267,LARGETRUCK,9052,12765,1
MANHEIM,6,BUICK,WHITE,Covers,70652,MEDIUM,3228,3986,1
OTHER,3,CHEVROLET,BLUE,Covers,78634,MEDIUM,6700,10374,0
MANHEIM,6,SATURN,GREY,Alloy,87161,MEDIUM,0,0,0
ADESA,3,PONTIAC,WHITE,Alloy,81333,LARGE,6020,9384,0
ADESA,4,CHEVROLET,SILVER,Covers,80111,MEDIUM,4174,5008,1
ADESA,7,DODGE,SILVER,Covers,62823,MEDIUM,1830,2476,0
OTHER,7,FORD,GOLD,Alloy,81874,COMPACT,2714,5357,1
MANHEIM,7,FORD,SILVER,Alloy,90875,SPORTS,4414,7844,1
OTHER,1,CHRYSLER,WHITE,Covers,49830,MEDIUM,7139,8210,0
OTHER,3,CHEVROLET,BLUE,Alloy,64107,MEDIUMSUV,10191,11506,1
OTHER,6,FORD,GREY,NULL,84985,MEDIUMSUV,6247,10541,1
MANHEIM,6,FORD,GOLD,Alloy,75491,MEDIUM,3685,6830,1
ADESA,6,DODGE,SILVER,Alloy,74413,SMALLTRUCK,2608,6427,1
OTHER,3,KIA,GREY,Alloy,59010,MEDIUMSUV,7325,8411,0
OTHER,3,CHRYSLER,BLUE,Covers,62580,MEDIUM,7530,10664,0
ADESA,3,PONTIAC,GREY,Covers,55661,MEDIUM,6881,7931,0
MANHEIM,5,CHRYSLER,GREY,Alloy,70811,MEDIUM,2160,2833,1
OTHER,7,PONTIAC,WHITE,Alloy,97055,LARGE,2537,5581,0
ADESA,3,PONTIAC,SILVER,NULL,60148,LARGE,6897,7949,1
MANHEIM,9,CHRYSLER,SILVER,Alloy,97711,MEDIUM,2339,4769,1
MANHEIM,4,CHEVROLET,GREEN,Alloy,64578,MEDIUM,6189,10251,0
MANHEIM,6,DODGE,MAROON,Covers,58435,MEDIUM,2587,5857,0
MANHEIM,4,CHRYSLER,BLACK,Special,59645,MEDIUM,5563,8682,1
OTHER,2,DODGE,BEIGE,Covers,48542,MEDIUM,7991,11882,0
MANHEIM,4,MAZDA,BLACK,Covers,85892,MEDIUM,6743,10418,1
MANHEIM,5,FORD,BLACK,Alloy,75090,LARGETRUCK,8209,13016,1
ADESA,3,SATURN,RED,Alloy,75928,MEDIUM,5378,6308,1
MANHEIM,3,KIA,RED,Covers,58812,MEDIUM,5433,6368,0
MANHEIM,4,DODGE,SILVER,Covers,86926,MEDIUM,6263,9366,0
OTHER,4,CHEVROLET,WHITE,NULL,90390,MEDIUM,3743,4542,1
MANHEIM,3,NISSAN,BLUE,Covers,79627,MEDIUM,8760,9961,0
MANHEIM,4,KIA,BLUE,Alloy,63704,MEDIUM,5182,8452,0
ADESA,3,DODGE,WHITE,Covers,62798,MEDIUM,5990,9941,1
MANHEIM,3,DODGE,BLUE,Alloy,61502,SPECIALTY,8806,10010,1
ADESA,3,CHEVROLET,GOLD,NULL,65482,COMPACT,5586,9411,1
ADESA,8,CHEVROLET,BLUE,Alloy,67751,SMALLTRUCK,4023,6872,0
MANHEIM,3,DODGE,RED,Alloy,55764,MEDIUM,4744,5624,0
OTHER,3,DODGE,SILVER,Covers,50665,MEDIUM,5480,6418,0
OTHER,1,DODGE,WHITE,NULL,51004,MEDIUM,6948,8004,1
ADESA,3,DODGE,BLUE,Covers,72369,VAN,5702,9165,1
MANHEIM,5,CHRYSLER,SILVER,Alloy,94763,MEDIUM,4897,8510,1
OTHER,5,PONTIAC,BLACK,Covers,85082,LARGE,4742,5621,1
OTHER,1,DODGE,RED,NULL,41288,MEDIUM,8887,13082,1
OTHER,3,FORD,GREY,NULL,71935,CROSSOVER,10879,14619,1
ADESA,6,FORD,GOLD,NULL,84613,MEDIUMSUV,5424,8948,1
ADESA,2,CHEVROLET,GREY,Alloy,86769,LARGE,8332,12292,0
OTHER,6,FORD,GREEN,Alloy,66685,MEDIUMSUV,4252,5092,0
MANHEIM,8,CHEVROLET,WHITE,Alloy,89938,MEDIUM,2556,3260,1
ADESA,3,FORD,WHITE,NULL,88200,MEDIUM,5136,8533,1
MANHEIM,4,PONTIAC,GOLD,Alloy,67930,LARGE,5500,6440,0
MANHEIM,5,HYUNDAI,SILVER,Covers,74815,COMPACT,2491,3190,1
MANHEIM,8,NISSAN,WHITE,Covers,80702,MEDIUM,2942,3677,0
MANHEIM,6,DODGE,BLUE,Covers,84256,VAN,3605,4393,1
OTHER,6,CHEVROLET,ORANGE,Covers,36883,COMPACT,2682,5675,1
ADESA,3,DODGE,SILVER,Alloy,74672,LARGETRUCK,9511,14553,1
MANHEIM,2,CHEVROLET,BLACK,Covers,73313,LARGE,7644,8756,0
OTHER,2,CHRYSLER,RED,Alloy,63727,MEDIUM,5686,6641,1
MANHEIM,4,CHEVROLET,SILVER,Covers,88130,MEDIUM,5458,9003,0
MANHEIM,6,OLDSMOBILE,RED,Alloy,89252,MEDIUM,2659,3372,0
MANHEIM,3,NISSAN,BLACK,Covers,72052,MEDIUM,9079,10305,1
MANHEIM,6,PONTIAC,RED,Covers,94737,MEDIUM,4827,7376,1
OTHER,2,DODGE,RED,Covers,75527,MEDIUM,7950,11576,1
MANHEIM,3,DODGE,GREY,Covers,51928,MEDIUM,7042,10907,1
MANHEIM,9,CHEVROLET,SILVER,Alloy,94863,VAN,2316,4769,1
OTHER,1,DODGE,BEIGE,Covers,47006,MEDIUM,8196,9352,0
ADESA,5,BUICK,GREY,NULL,79953,MEDIUM,3365,6835,1
MANHEIM,9,CHRYSLER,SILVER,Alloy,88809,MEDIUM,2508,4828,1
OTHER,8,JEEP,BLUE,Alloy,95382,MEDIUMSUV,5013,8151,1
MANHEIM,4,CHEVROLET,BLUE,Alloy,68116,MEDIUM,6764,10619,0
MANHEIM,7,DODGE,RED,Alloy,68050,MEDIUMSUV,4328,8033,1
MANHEIM,3,CHRYSLER,WHITE,Covers,69451,MEDIUM,6078,9441,1
MANHEIM,5,MITSUBISHI,SILVER,Alloy,86346,MEDIUMSUV,5050,5954,1
MANHEIM,5,FORD,GOLD,Alloy,85654,LARGESUV,10404,15123,1
MANHEIM,3,DODGE,WHITE,Covers,48682,MEDIUM,5665,6618,0
ADESA,2,NISSAN,BLUE,Covers,92530,COMPACT,7805,11674,0
MANHEIM,7,DODGE,WHITE,Alloy,81408,COMPACT,1647,2279,1
MANHEIM,5,KIA,RED,Covers,57107,MEDIUM,2019,2681,1
MANHEIM,4,CHEVROLET,SILVER,Covers,77155,COMPACT,4862,5751,1
MANHEIM,6,JEEP,RED,Alloy,74425,MEDIUMSUV,5936,9601,0
MANHEIM,3,KIA,SILVER,Covers,35428,COMPACT,4455,7051,1
MANHEIM,6,CHEVROLET,GREY,Alloy,76334,MEDIUMSUV,6925,10477,0
MANHEIM,7,INFINITI,GREEN,Alloy,49071,SPECIALTY,4974,5872,0
MANHEIM,2,HYUNDAI,RED,Alloy,62125,MEDIUM,7899,9031,1
OTHER,6,CHEVROLET,WHITE,NULL,74647,LARGETRUCK,8299,9463,1
MANHEIM,3,CHEVROLET,GREY,Covers,63250,MEDIUM,7768,11200,0
ADESA,5,SATURN,SILVER,NULL,78183,MEDIUM,4390,5241,1
ADESA,1,FORD,SILVER,Alloy,92996,MEDIUM,8900,14559,0
MANHEIM,3,LINCOLN,SILVER,Alloy,74563,SPECIALTY,14438,16093,1
ADESA,4,DODGE,SILVER,Alloy,69114,COMPACT,3432,4207,0
ADESA,3,FORD,SILVER,NULL,63377,LARGE,8091,12164,1
MANHEIM,3,KIA,BLACK,Alloy,83699,MEDIUM,5129,6039,0
ADESA,4,CHEVROLET,SILVER,NULL,87743,LARGE,4573,5439,1
MANHEIM,4,DODGE,BLUE,Alloy,71925,MEDIUMSUV,8295,9459,0
MANHEIM,4,FORD,GOLD,Covers,87244,COMPACT,3570,7430,1
MANHEIM,5,DODGE,RED,Alloy,62368,COMPACT,2828,6233,0
MANHEIM,4,CHRYSLER,BLACK,Alloy,61200,MEDIUM,5718,8891,1
ADESA,6,FORD,WHITE,Covers,61633,COMPACT,2676,5196,0
ADESA,4,DODGE,GREY,Covers,62086,VAN,4005,4825,1
ADESA,3,CHEVROLET,BLUE,Alloy,44975,COMPACT,4637,8671,0
ADESA,2,DODGE,SILVER,Covers,76909,LARGETRUCK,12892,18255,1
